﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Secció;Població;Cens;Participació 14:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
17;Girona;3;Girona;34;Selva;17023;Blanes;2;10;;1601;416;601;742;859;3;5;734;739
17;Girona;3;Girona;34;Selva;17023;Blanes;2;11;;1735;487;748;996;739;5;8;983;991
17;Girona;3;Girona;34;Selva;17023;Blanes;2;12;;711;244;337;393;318;2;7;384;391
17;Girona;3;Girona;34;Selva;17023;Blanes;2;13;;793;240;367;482;311;2;2;478;480
17;Girona;3;Girona;34;Selva;17023;Blanes;2;2;;942;324;445;550;392;3;4;543;547
17;Girona;3;Girona;34;Selva;17023;Blanes;2;3;;1321;381;537;672;649;4;4;664;668
17;Girona;3;Girona;34;Selva;17023;Blanes;2;4;;1687;584;783;969;718;5;10;954;964
17;Girona;3;Girona;34;Selva;17023;Blanes;2;5;;1798;565;830;1050;748;4;6;1040;1046
17;Girona;3;Girona;34;Selva;17023;Blanes;2;6;;1107;440;554;768;339;2;8;758;766
17;Girona;3;Girona;34;Selva;17023;Blanes;2;7;;1647;578;807;998;649;3;4;991;995
17;Girona;3;Girona;34;Selva;17023;Blanes;2;8;;874;350;478;591;283;3;4;584;588
17;Girona;3;Girona;34;Selva;17023;Blanes;2;9;;674;238;345;424;250;0;0;424;424
17;Girona;3;Girona;34;Selva;17023;Blanes;3;1;;1080;311;456;592;488;3;4;585;589
17;Girona;3;Girona;34;Selva;17023;Blanes;3;2;;855;327;406;492;363;2;2;488;490
17;Girona;3;Girona;34;Selva;17023;Blanes;3;3;;1477;430;663;862;615;3;4;855;859
17;Girona;3;Girona;34;Selva;17023;Blanes;3;4;;1593;472;689;890;703;6;7;877;884
17;Girona;3;Girona;2;Alt Empordà;17029;Boadella i les Escaules;1;1;;207;126;152;178;29;0;1;177;178
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17024;Bolvir;1;1;;292;120;192;260;32;1;1;258;259
43;Tarragona;8;Penedès;12;Baix Penedès;43030;Bonastre;1;1;;494;200;298;350;144;1;11;338;349
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25057;Bòrdes, es;1;1;;215;61;83;156;59;1;4;151;155
17;Girona;3;Girona;20;Gironès;17025;Bordils;1;1;;1183;521;739;879;304;24;32;823;855
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;1;1;;678;271;347;456;222;1;11;444;455
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;1;2;;1112;436;592;795;317;8;7;780;787
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;2;1;;1522;597;813;1085;437;10;12;1063;1075
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;2;2;;1072;436;549;693;379;7;6;680;686
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43031;Borges del Camp, les;1;1;;1472;661;907;1148;324;18;12;1118;1130
17;Girona;3;Girona;2;Alt Empordà;17026;Borrassà;1;1;;547;225;326;392;155;25;60;307;367
8;Barcelona;2;Catalunya Central;14;Berguedà;08024;Borredà;1;1;;376;179;257;326;50;3;8;315;323
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25059;Bossòst;1;1;;834;356;488;633;201;14;8;611;619
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43032;Bot;1;1;;464;230;289;390;74;3;8;379;387
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43033;Botarell;1;1;;778;355;484;585;193;9;12;564;576
25;Lleida;4;Lleida;18;Garrigues;25056;Bovera;1;1;;216;105;149;186;30;1;13;172;185
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43034;Bràfim;1;1;;473;244;299;421;52;5;4;412;416
17;Girona;3;Girona;34;Selva;17027;Breda;1;1;;1600;604;961;1165;435;25;10;1130;1140
17;Girona;3;Girona;34;Selva;17027;Breda;1;2;;1273;577;800;976;297;13;12;951;963
8;Barcelona;8;Penedès;6;Anoia;08025;Bruc, el;1;1;;1559;532;848;1053;506;16;28;1009;1037
8;Barcelona;2;Catalunya Central;24;Osona;08026;Brull, el;1;1;;194;81;105;141;53;2;28;111;139
17;Girona;3;Girona;34;Selva;17028;Brunyola i Sant Martí Sapresa;1;1;;297;164;225;261;36;2;4;255;259
43;Tarragona;6;Camp de Tarragona;29;Priorat;43035;Cabacés;1;1;;236;111;155;197;39;7;23;167;190
25;Lleida;4;Lleida;23;Noguera;25060;Cabanabona;1;1;;70;22;35;48;22;0;5;43;48
17;Girona;3;Girona;2;Alt Empordà;17031;Cabanelles;1;1;;189;56;72;94;95;3;9;82;91
17;Girona;3;Girona;2;Alt Empordà;17030;Cabanes;1;1;;661;280;415;532;129;2;14;516;530
8;Barcelona;8;Penedès;3;Alt Penedès;08027;Cabanyes, les;1;1;;717;300;451;555;162;7;19;529;548
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25061;Cabó;1;1;;79;30;49;60;19;0;5;55;60
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43036;Cabra del Camp;1;1;;869;353;510;603;266;8;12;583;595
8;Barcelona;8;Penedès;6;Anoia;08028;Cabrera d'Anoia;1;1;;1090;447;606;711;379;5;9;697;706
8;Barcelona;1;Barcelona;21;Maresme;08029;Cabrera de Mar;1;1;;1872;723;1047;1386;486;3;18;1365;1383
8;Barcelona;1;Barcelona;21;Maresme;08029;Cabrera de Mar;1;2;;1720;634;935;1250;470;2;4;1244;1248
8;Barcelona;1;Barcelona;21;Maresme;08030;Cabrils;1;1;;2580;808;1260;1721;859;6;18;1697;1715
8;Barcelona;1;Barcelona;21;Maresme;08030;Cabrils;1;2;;2738;882;1355;1860;878;8;22;1830;1852
17;Girona;3;Girona;2;Alt Empordà;17032;Cadaqués;1;1;;1830;674;1051;1308;522;19;43;1246;1289
8;Barcelona;2;Catalunya Central;6;Anoia;08031;Calaf;1;1;;551;240;325;411;140;4;10;397;407
8;Barcelona;2;Catalunya Central;6;Anoia;08031;Calaf;1;2;;1810;733;1053;1342;468;19;39;1284;1323
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;1;1;;1974;729;1096;1358;616;8;7;1343;1350
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;1;2;;1981;660;914;1149;832;2;3;1144;1147
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;1;3;;1408;504;683;897;511;3;7;887;894
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;2;1;;1692;627;870;1087;605;6;6;1075;1081
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;2;2;;1682;548;763;972;710;2;5;965;970
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;2;3;;864;235;373;465;399;2;3;460;463
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;1;;1822;544;765;989;833;4;7;978;985
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;2;;1905;527;831;1031;874;5;7;1019;1026
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;3;;1850;618;839;1002;848;4;17;981;998
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;4;;2191;651;842;1007;1184;10;5;992;997
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;4;1;;828;204;281;358;470;3;3;352;355
8;Barcelona;2;Catalunya Central;42;Moianès;08034;Calders;1;1;;799;329;506;608;191;4;11;593;604
8;Barcelona;1;Barcelona;21;Maresme;08032;Caldes d'Estrac;1;1;;2116;734;1058;1374;742;12;16;1346;1362
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;1;;1611;600;874;1108;503;6;6;1096;1102
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;2;;1699;579;781;950;749;6;4;940;944
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;3;;1047;402;606;755;292;2;7;746;753
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;4;;1282;401;547;674;608;0;6;668;674
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;1;1;;1268;509;685;889;379;9;5;875;880
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;1;2;;1916;645;897;1139;777;8;12;1119;1131
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;1;3;;728;284;400;493;235;5;8;480;488
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;2;1;;1701;636;907;1170;531;7;12;1151;1163
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;1;;1424;499;692;885;539;7;15;863;878
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;2;;686;247;357;444;242;6;6;432;438
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;3;;1757;539;769;990;767;3;14;973;987
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;4;;1396;495;735;961;435;5;14;942;956
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;5;;1672;475;748;964;708;9;11;944;955
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;6;;719;272;412;516;203;2;7;507;514
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;1;1;;1261;447;625;759;502;5;5;749;754
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;1;2;;855;354;502;600;255;3;7;590;597
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;1;3;;1618;542;706;878;740;3;4;871;875
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;2;1;;740;291;413;486;254;2;4;480;484
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;2;2;;1634;607;853;1049;585;5;8;1036;1044
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;1;;1837;713;983;1209;628;9;6;1194;1200
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;2;;1842;737;961;1166;676;12;5;1149;1154
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;3;;1520;606;860;1045;475;4;3;1038;1041
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;4;;1760;543;809;1030;730;4;4;1022;1026
8;Barcelona;2;Catalunya Central;24;Osona;08037;Calldetenes;1;1;;1934;746;1139;1445;489;26;59;1360;1419
8;Barcelona;2;Catalunya Central;7;Bages;08038;Callús;1;1;;1539;585;858;1080;459;18;61;1001;1062
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;1;;2012;705;1036;1283;729;20;25;1238;1263
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;2;;1207;452;603;742;465;3;7;732;739
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;3;;1484;519;694;930;554;8;17;905;922
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;4;;1547;492;763;929;618;5;19;905;924
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;5;;1247;415;540;705;542;6;8;691;699
8;Barcelona;2;Catalunya Central;6;Anoia;08036;Calonge de Segarra;1;1;;163;82;119;139;24;5;2;132;134
25;Lleida;4;Lleida;23;Noguera;25062;Camarasa;1;1;;704;297;448;566;138;4;18;544;562
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43903;Camarles;1;1;;1697;784;942;1266;431;28;31;1207;1238
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43903;Camarles;1;2;;716;270;396;506;210;0;11;495;506
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;1;;1506;538;738;919;587;4;9;906;915
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;2;;1853;627;876;1114;739;4;7;1103;1110
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;3;;1882;619;894;1108;774;6;5;1097;1102
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;4;;801;286;391;506;295;0;1;505;506
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;5;;1328;501;704;890;438;1;7;882;889
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;6;;1254;389;522;695;559;5;4;686;690
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;1;;1286;510;695;833;453;7;12;814;826
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;10;;1078;350;487;630;448;1;7;622;629
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;2;;1055;359;477;627;428;5;3;619;622
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;3;;1666;589;832;1096;570;5;18;1073;1091
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;4;;931;310;417;536;395;4;6;526;532
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;5;;1411;483;655;878;533;3;4;871;875
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;6;;2094;593;846;1150;944;3;8;1139;1147
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;7;;1714;496;746;1024;690;5;13;1006;1019
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;8;;847;305;410;507;340;3;7;497;504
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;9;;1635;514;766;1045;590;2;14;1029;1043
17;Girona;3;Girona;28;Pla de l'Estany;17035;Camós;1;1;;548;267;379;465;83;10;8;447;455
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;1;1;;1092;448;628;801;291;21;34;746;780
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;1;2;;781;300;441;547;234;19;21;507;528
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;1;3;;768;258;398;525;243;23;24;478;502
17;Girona;3;Girona;31;Ripollès;17037;Campelles;1;1;;116;44;70;99;17;0;1;98;99
8;Barcelona;1;Barcelona;41;Vallès Oriental;08039;Campins;1;1;;406;175;244;319;87;2;16;301;317
17;Girona;3;Girona;20;Gironès;17038;Campllong;1;1;;382;169;257;317;65;5;7;305;312
17;Girona;3;Girona;31;Ripollès;17039;Camprodon;1;1;;1097;507;712;853;244;26;47;780;827
17;Girona;3;Girona;31;Ripollès;17039;Camprodon;1;2;;662;316;436;510;152;21;14;475;489
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25063;Canejan;1;1;;92;44;52;78;14;1;0;77;77
17;Girona;3;Girona;20;Gironès;17040;Canet d'Adri;1;1;;558;302;383;461;97;7;13;441;454
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;1;;1563;622;909;1095;468;12;19;1064;1083
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;2;;1493;636;816;1016;477;12;7;997;1004
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;3;;1026;326;471;635;391;4;7;624;631
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;4;;1917;714;1044;1306;611;11;26;1269;1295
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;5;;1075;411;556;683;392;0;18;665;683
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;6;;1122;279;395;494;628;4;10;480;490
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;7;;1995;714;1068;1342;653;14;22;1306;1328
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;8;;917;279;413;580;337;4;12;564;576
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;1;;1182;430;611;768;414;5;1;762;763
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;2;;1125;380;527;689;436;1;4;684;688
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;3;;921;357;506;637;284;9;1;627;628
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;4;;1148;424;544;689;459;2;3;684;687
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;1;;1622;549;780;1031;591;5;3;1023;1026
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;2;;1245;399;521;636;609;1;3;632;635
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;3;;1272;320;444;556;716;6;3;547;550
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;4;;1238;295;408;581;657;4;8;569;577
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;5;;953;265;378;460;493;3;1;456;457
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;6;;1338;523;711;872;466;5;8;859;867
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;7;;1463;481;721;928;535;10;9;909;918
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;8;;1593;535;870;1067;526;7;4;1056;1060
8;Barcelona;1;Barcelona;41;Vallès Oriental;08042;Cànoves i Samalús;1;1;;1205;464;690;880;325;5;8;867;875
8;Barcelona;1;Barcelona;41;Vallès Oriental;08042;Cànoves i Samalús;1;2;;1184;498;693;896;288;2;8;886;894
17;Girona;3;Girona;2;Alt Empordà;17041;Cantallops;1;1;;233;97;127;158;75;2;9;147;156
8;Barcelona;8;Penedès;17;Garraf;08043;Canyelles;1;1;;1898;741;1051;1268;630;8;30;1230;1260
8;Barcelona;8;Penedès;17;Garraf;08043;Canyelles;1;2;;1559;541;811;983;576;10;9;964;973
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43039;Capafonts;1;1;;107;51;66;94;13;0;0;94;94
43;Tarragona;6;Camp de Tarragona;29;Priorat;43040;Capçanes;1;1;;329;157;200;239;90;13;42;184;226
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;1;1;;1838;676;947;1182;656;7;7;1168;1175
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;2;1;;1048;435;577;747;301;5;10;732;742
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;2;2;;1274;475;756;907;367;14;11;882;893
17;Girona;3;Girona;2;Alt Empordà;17042;Capmany;1;1;;418;185;255;294;124;20;31;243;274
8;Barcelona;2;Catalunya Central;14;Berguedà;08045;Capolat;1;1;;72;33;46;61;11;1;0;60;60
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;1;1;;1052;390;563;706;346;1;6;699;705
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;1;2;;1515;581;845;1093;422;8;11;1074;1085
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;1;3;;1212;455;640;799;413;6;8;785;793
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;1;;1925;675;987;1255;670;8;7;1240;1247
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;2;;1468;517;763;1011;457;3;9;999;1008
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;3;;1358;478;740;985;373;3;8;974;982
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;4;;2354;868;1273;1654;700;9;17;1628;1645
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;3;1;;2681;849;1278;1666;1015;4;15;1647;1662
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;1;1;;793;309;468;572;221;8;11;553;564
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;1;2;;1281;496;780;939;342;20;14;905;919
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;1;3;;771;296;479;586;185;2;5;579;584
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;2;1;;901;385;562;686;215;4;13;669;682
8;Barcelona;8;Penedès;6;Anoia;08048;Carme;1;1;;602;235;340;418;184;26;41;351;392
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43041;Caseres;1;1;;227;95;155;182;45;10;20;152;172
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;1;1;;1645;635;931;1233;412;6;27;1200;1227
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;1;2;;1137;491;675;804;333;12;10;782;792
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;2;1;;1902;739;1037;1283;619;16;39;1228;1267
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;2;2;;1610;628;896;1095;515;22;21;1052;1073
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;2;3;;689;311;454;517;172;8;18;491;509
8;Barcelona;2;Catalunya Central;14;Berguedà;08049;Casserres;1;1;;1320;443;677;871;449;31;94;746;840
25;Lleida;2;Catalunya Central;35;Solsonès;25064;Castellar de la Ribera;1;1;;99;42;71;92;7;2;0;90;90
8;Barcelona;2;Catalunya Central;14;Berguedà;08050;Castellar del Riu;1;1;;138;72;97;118;20;1;2;115;117
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;1;;914;295;495;642;272;0;6;636;642
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;10;;1119;411;606;789;330;1;6;782;788
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;11;;885;284;434;591;294;0;4;587;591
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;12;;820;255;374;487;333;2;4;481;485
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;13;;1472;475;718;995;477;1;14;980;994
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;14;;1191;410;605;819;372;0;6;813;819
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;2;;1134;425;634;835;299;1;8;826;834
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;3;;1431;442;681;910;521;2;11;897;908
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;4;;1599;588;846;1076;523;0;6;1070;1076
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;5;;1375;533;772;1014;361;1;6;1007;1013
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;6;;1338;421;537;723;615;4;1;718;719
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;7;;1788;666;917;1188;600;0;13;1175;1188
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;8;;1606;601;813;1087;519;6;3;1078;1081
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;9;;1860;620;972;1279;581;2;10;1267;1277
8;Barcelona;2;Catalunya Central;14;Berguedà;08052;Castellar de n'Hug;1;1;;144;52;81;121;23;4;5;112;117
8;Barcelona;2;Catalunya Central;7;Bages;08053;Castellbell i el Vilar;1;1;;1431;597;828;1041;390;11;11;1019;1030
8;Barcelona;2;Catalunya Central;7;Bages;08053;Castellbell i el Vilar;1;2;;1446;482;652;818;628;5;9;804;813
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;1;;1870;693;964;1286;584;8;9;1269;1278
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;2;;832;327;438;584;248;5;5;574;579
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;3;;1492;502;785;1052;440;7;9;1036;1045
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;4;;1765;651;953;1265;500;9;13;1243;1256
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;5;;1793;605;863;1127;666;7;8;1112;1120
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;6;;1472;414;623;796;676;8;5;783;788
8;Barcelona;1;Barcelona;42;Moianès;08055;Castellcir;1;1;;548;224;307;379;169;21;46;312;358
25;Lleida;4;Lleida;18;Garrigues;25067;Castelldans;1;1;;711;288;431;540;171;9;11;520;531
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;1;;725;226;309;384;341;3;3;378;381
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;2;;1534;474;685;870;664;5;11;854;865
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;3;;2192;756;1125;1460;732;6;15;1439;1454
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;4;;1608;508;752;950;658;5;13;932;945
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;5;;1334;516;696;825;509;4;4;817;821
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;6;;1930;724;982;1212;718;8;6;1198;1204
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;7;;2616;813;1321;1701;915;5;19;1677;1696
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;1;;1295;504;699;870;425;2;11;857;868
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;2;;1251;474;684;843;408;2;4;837;841
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;3;;1301;423;603;781;520;4;7;770;777
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;4;;1992;682;969;1213;779;6;7;1200;1207
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;5;;1363;508;721;916;447;7;9;900;909
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;6;;1197;432;592;716;481;1;11;704;715
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;1;;811;287;420;504;307;3;2;499;501
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;2;;1477;483;741;978;499;1;2;975;977
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;3;;2051;657;972;1280;771;6;10;1264;1274
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;4;;1800;662;977;1269;531;3;19;1247;1266
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;5;;862;323;482;642;220;1;5;636;641
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;1;;2553;888;1316;1664;889;2;15;1647;1662
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;2;;1611;437;700;898;713;1;2;895;897
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;3;;1834;513;762;988;846;5;6;977;983
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;4;;2278;652;914;1218;1060;1;5;1212;1217
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;1;;2316;796;1118;1486;830;0;5;1481;1486
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;2;;2211;549;893;1214;997;4;11;1199;1210
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;3;;1973;544;761;988;985;3;11;974;985
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;4;;1829;606;960;1213;616;3;6;1204;1210
