﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Secció;Població;Cens;Participació 14:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;1;2;;1879;560;939;1326;553;3;8;1315;1323
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;1;3;;1846;591;908;1243;603;7;11;1225;1236
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;1;4;;1418;459;732;962;456;2;21;939;960
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;1;;1262;507;709;895;367;2;5;888;893
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;2;;1291;472;683;874;417;2;6;866;872
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;3;;1139;561;747;805;334;1;2;802;804
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;4;;1105;505;687;869;236;0;4;865;869
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;5;;1283;538;740;936;347;1;3;932;935
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;6;;1259;520;732;911;348;3;7;901;908
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;7;;1391;615;823;1026;365;1;1;1024;1025
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;9;;981;407;584;722;259;0;2;720;722
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;1;;1793;686;1016;1318;475;3;8;1307;1315
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;10;;1163;440;716;804;359;2;5;797;802
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;11;;1224;520;702;872;352;3;6;863;869
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;12;;968;411;544;654;314;1;2;651;653
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;2;;789;292;429;538;251;1;1;536;537
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;3;;874;332;472;566;308;1;3;562;565
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;4;;1512;463;744;777;735;0;4;773;777
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;5;;1579;545;770;947;632;0;2;945;947
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;7;;1340;452;663;866;474;3;10;853;863
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;8;;1167;467;672;823;344;0;3;820;823
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;9;;1212;517;691;835;377;0;0;835;835
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;1;;920;383;478;583;337;2;1;580;581
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;10;;556;249;333;409;147;0;0;409;409
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;11;;1229;477;633;795;434;5;3;787;790
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;12;;1326;419;626;832;494;0;3;829;832
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;13;;2287;859;1257;1529;758;1;8;1520;1528
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;14;;948;346;498;638;310;1;4;633;637
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;2;;829;311;365;490;339;1;4;485;489
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;3;;889;317;412;493;396;1;0;492;492
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;4;;1190;401;553;661;529;2;4;655;659
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;5;;1016;334;455;535;481;1;0;534;534
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;6;;1196;446;661;794;402;1;1;792;793
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;7;;976;343;491;616;360;5;3;608;611
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;8;;850;313;433;520;330;0;5;515;520
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;9;;1669;633;855;1055;614;1;0;1054;1054
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;1;;932;344;515;627;305;2;6;619;625
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;2;;1021;341;467;557;464;2;3;552;555
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;3;;717;243;341;411;306;1;3;407;410
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;4;;2121;682;1076;1263;858;4;2;1257;1259
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;5;;2071;683;981;1250;821;3;5;1242;1247
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;6;;1208;461;627;822;386;2;5;815;820
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;7;;960;272;438;537;423;0;1;536;537
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;8;;1015;325;504;664;351;0;3;661;664
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;9;;1517;520;708;905;612;1;5;899;904
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;1;;2049;719;1028;1288;761;1;9;1278;1287
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;10;;1151;332;486;571;580;8;2;561;563
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;11;;993;338;459;569;424;4;1;564;565
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;12;;860;343;472;575;285;1;1;573;574
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;13;;1273;485;640;751;522;1;3;747;750
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;15;;792;294;412;475;317;2;2;471;473
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;16;;985;302;406;498;487;1;1;496;497
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;17;;705;247;333;419;286;0;5;414;419
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;19;;607;212;324;393;214;0;1;392;393
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;2;;1352;429;597;735;617;6;1;728;729
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;20;;1003;329;464;552;451;4;3;545;548
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;21;;697;270;417;496;201;0;0;496;496
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;3;;1267;415;624;754;513;1;1;752;753
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;4;;986;297;485;586;400;1;2;583;585
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;5;;713;206;321;398;315;0;5;393;398
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;6;;1039;270;445;537;502;5;1;531;532
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;7;;1154;456;589;709;445;2;2;705;707
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;8;;860;266;360;460;400;4;2;454;456
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;9;;763;278;365;432;331;1;1;430;431
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;1;;1759;687;997;1219;540;3;10;1206;1216
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;10;;1812;624;907;1112;700;1;5;1106;1111
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;11;;1060;306;526;693;367;3;3;687;690
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;12;;1242;428;615;754;488;4;3;747;750
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;13;;737;289;382;425;312;0;2;423;425
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;14;;1437;544;865;970;467;1;4;965;969
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;2;;670;257;359;444;226;0;4;440;444
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;3;;1538;631;847;1074;464;2;7;1065;1072
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;4;;1183;468;644;800;383;1;3;796;799
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;5;;1396;582;746;906;490;1;6;899;905
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;6;;1372;603;827;987;385;1;5;981;986
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;7;;1125;429;600;720;405;1;1;718;719
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;8;;1361;507;748;934;427;4;6;924;930
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;9;;979;264;378;475;504;3;2;470;472
8;Barcelona;8;Penedès;3;Alt Penedès;08122;Mediona;1;1;;1728;636;884;1153;575;20;30;1103;1133
25;Lleida;4;Lleida;23;Noguera;25134;Menàrguens;1;1;;611;281;390;492;119;7;14;471;485
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17099;Meranges;1;1;;79;33;52;69;10;1;2;66;68
17;Girona;3;Girona;19;Garrotxa;17105;Mieres;1;1;;261;148;191;222;39;2;9;211;220
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43083;Milà, el;1;1;;145;80;100;136;9;2;0;134;134
25;Lleida;4;Lleida;27;Pla d'Urgell;25135;Miralcamp;1;1;;1033;429;657;815;218;15;16;784;800
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43084;Miravet;1;1;;532;264;350;463;69;10;6;447;453
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;1;1;;1798;600;944;1187;611;13;26;1148;1174
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;1;2;;1746;564;941;1174;572;13;19;1142;1161
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;1;3;;911;310;491;622;289;12;10;600;610
43;Tarragona;6;Camp de Tarragona;29;Priorat;43085;Molar, el;1;1;;248;120;170;217;31;4;8;205;213
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;1;1;;940;370;523;674;266;1;6;667;673
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;1;2;;1546;572;917;1089;457;2;5;1082;1087
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;1;3;;1340;515;724;920;420;5;12;903;915
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;1;;2268;902;1230;1616;652;3;11;1602;1613
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;2;;1264;465;716;898;366;1;4;893;897
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;3;;1569;662;883;1106;463;2;5;1099;1104
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;4;;1369;462;718;916;453;2;13;901;914
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;1;;2656;1076;1458;1921;735;14;16;1891;1907
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;2;;2611;885;1415;1925;686;6;16;1903;1919
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;3;;1457;492;793;1080;377;2;7;1071;1078
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;4;;1765;594;872;1144;621;2;2;1140;1142
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;4;1;;843;262;384;499;344;1;6;492;498
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;1;;1529;539;750;968;561;8;15;945;960
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;2;;1796;633;873;1103;693;10;26;1067;1093
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;3;;784;246;343;439;345;7;10;422;432
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;4;;1645;596;873;1128;517;11;24;1093;1117
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;5;;1636;619;756;978;658;3;11;964;975
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;6;;1451;488;701;934;517;13;22;899;921
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;1;;604;209;301;372;232;3;0;369;369
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;2;;1232;407;596;741;491;6;4;731;735
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;3;;1293;477;652;778;515;2;3;773;776
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;4;;1511;617;809;1016;495;5;17;994;1011
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;5;;1291;445;612;775;516;4;4;767;771
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;6;;1507;567;745;909;598;8;5;896;901
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;7;;1190;457;601;717;473;5;1;711;712
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;1;;1464;570;777;986;478;3;10;973;983
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;2;;1293;565;743;898;395;4;3;891;894
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;3;;1603;534;727;915;688;4;0;911;911
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;4;;1072;404;550;688;384;2;2;684;686
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;5;;1080;386;503;665;415;1;6;658;664
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;6;;1077;332;442;561;516;6;4;551;555
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;7;;1539;471;666;876;663;2;1;873;874
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;8;;1206;463;661;874;332;5;6;863;869
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;9;;831;316;414;575;256;2;3;570;573
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;1;;1597;550;740;967;630;5;4;958;962
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;10;;1019;317;448;576;443;5;3;568;571
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;11;;1332;419;626;812;520;2;1;809;810
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;12;;1357;477;674;821;536;3;6;812;818
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;13;;1213;443;586;741;472;1;3;737;740
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;14;;1142;363;506;676;466;2;1;673;674
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;15;;965;313;422;554;411;1;2;551;553
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;2;;1275;462;613;802;473;3;5;794;799
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;3;;879;345;484;581;298;0;3;578;581
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;4;;1418;500;696;885;533;0;6;879;885
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;5;;1578;575;837;1048;530;2;6;1040;1046
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;6;;879;264;353;415;464;2;1;412;413
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;7;;1413;453;629;744;669;4;4;736;740
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;8;;661;225;337;389;272;0;3;386;389
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;9;;745;274;358;446;299;0;1;445;446
17;Girona;3;Girona;2;Alt Empordà;17106;Mollet de Peralada;1;1;;148;73;98;127;21;0;2;125;127
17;Girona;3;Girona;31;Ripollès;17107;Molló;1;1;;270;95;140;198;72;7;18;173;191
25;Lleida;2;Catalunya Central;35;Solsonès;25136;Molsosa, la;1;1;;97;42;58;84;13;1;13;70;83
8;Barcelona;2;Catalunya Central;42;Moianès;08128;Monistrol de Calders;1;1;;584;278;379;472;112;6;12;454;466
8;Barcelona;2;Catalunya Central;7;Bages;08127;Monistrol de Montserrat;1;1;;654;306;416;465;189;2;3;460;463
8;Barcelona;2;Catalunya Central;7;Bages;08127;Monistrol de Montserrat;1;2;;1597;525;762;1004;593;8;8;988;996
17;Girona;3;Girona;19;Garrotxa;17109;Montagut i Oix;1;1;;711;232;327;470;241;15;43;412;455
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;1;1;;1000;372;502;658;342;23;16;619;635
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;2;1;;1388;563;823;1038;350;37;29;972;1001
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;2;2;;1825;737;971;1217;608;26;27;1164;1191
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;2;3;;1099;446;615;799;300;27;21;751;772
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43088;Montbrió del Camp;1;1;;1005;376;546;674;331;6;27;641;668
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43088;Montbrió del Camp;1;2;;1054;351;519;657;397;13;21;623;644
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;1;1;;841;347;460;565;276;4;1;560;561
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;1;2;;1104;398;584;733;371;5;2;726;728
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;1;4;;1310;484;668;817;493;0;4;813;817
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;1;5;;1143;407;573;738;405;0;4;734;738
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;2;1;;968;260;347;447;521;4;1;442;443
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;2;2;;1830;705;792;1181;649;2;6;1173;1179
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;2;3;;1770;624;933;1199;571;4;4;1191;1195
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;1;;1859;599;857;1056;803;6;8;1042;1050
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;2;;887;264;406;506;381;0;4;502;506
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;3;;1724;555;815;1007;717;5;5;997;1002
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;4;;1461;500;730;950;511;0;9;941;950
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;5;;1496;470;676;912;584;2;3;907;910
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;6;;956;266;392;597;359;1;5;591;596
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;4;1;;782;245;340;456;326;1;6;449;455
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;4;2;;763;266;389;488;275;1;8;479;487
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;4;3;;957;287;457;558;399;1;6;551;557
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;5;1;;1551;460;639;807;744;5;6;796;802
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;5;2;;964;312;440;530;434;1;3;526;529
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;5;3;;935;278;386;456;479;7;1;448;449
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;6;1;;710;193;297;444;266;6;1;437;438
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;6;2;;630;194;322;401;229;1;0;400;400
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;6;3;;920;291;383;454;466;2;1;451;452
8;Barcelona;2;Catalunya Central;14;Berguedà;08130;Montclar;1;1;;109;47;70;93;16;1;2;90;92
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25139;Montellà i Martinet;1;1;;491;184;300;359;132;11;43;305;348
8;Barcelona;2;Catalunya Central;24;Osona;08131;Montesquiu;1;1;;745;350;488;562;183;5;10;547;557
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25140;Montferrer i Castellbò;1;1;;787;316;438;567;220;3;14;550;564
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43089;Montferri;1;1;;290;106;133;167;123;8;40;119;159
25;Lleida;4;Lleida;23;Noguera;25138;Montgai;1;1;;554;295;389;486;68;1;10;475;485
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;1;1;;2739;876;1299;1788;951;6;12;1770;1782
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;1;2;;2474;849;1207;1565;909;7;12;1546;1558
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;1;3;;2307;882;1232;1495;812;7;13;1475;1488
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;1;4;;1451;497;739;926;525;2;8;916;924
8;Barcelona;2;Catalunya Central;14;Berguedà;08132;Montmajor;1;1;;362;136;232;287;75;2;3;282;285
8;Barcelona;8;Penedès;6;Anoia;08133;Montmaneu;1;1;;128;54;83;106;22;0;0;106;106
43;Tarragona;8;Penedès;12;Baix Penedès;43090;Montmell, el;1;1;;1183;480;607;736;447;1;5;730;735
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;1;;1956;776;1121;1429;527;3;11;1415;1426
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;2;;1151;456;616;785;366;1;6;778;784
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;3;;1802;673;980;1263;539;8;14;1241;1255
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;4;;911;361;510;647;264;3;5;639;644
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;5;;957;401;543;688;269;0;9;679;688
25;Lleida;4;Lleida;33;Segrià;25142;Montoliu de Lleida;1;1;;366;150;225;306;60;3;12;291;303
25;Lleida;4;Lleida;32;Segarra;25141;Montoliu de Segarra;1;1;;151;76;97;126;25;11;1;114;115
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;1;;1422;488;688;887;535;4;10;873;883
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;2;;1231;497;660;807;424;3;9;795;804
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;3;;1791;613;886;1153;638;16;3;1134;1137
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;4;;1497;603;785;1002;495;10;12;980;992
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;5;;1793;597;879;1152;641;4;16;1132;1148
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;6;;1128;420;600;794;334;8;8;778;786
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;7;;733;283;392;486;247;7;3;476;479
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;2;1;;578;170;228;275;303;0;0;275;275
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;2;2;;676;218;328;410;266;3;1;406;407
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;2;3;;820;250;364;442;378;1;4;437;441
25;Lleida;4;Lleida;32;Segarra;25143;Montornès de Segarra;1;1;;83;34;52;83;0;2;1;80;81
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43091;Mont-ral;1;1;;124;45;71;98;26;0;9;89;98
17;Girona;3;Girona;10;Baix Empordà;17110;Mont-ras;1;1;;1362;576;834;982;380;18;24;940;964
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;1;;1154;523;707;868;286;8;12;848;860
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;2;;695;230;340;413;282;1;2;410;412
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;3;;943;438;599;745;198;7;2;736;738
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;4;;691;208;275;360;331;0;5;355;360
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;5;;1256;431;605;786;470;8;7;771;778
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;6;;965;353;546;581;384;1;4;576;580
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;7;;1019;302;427;555;464;4;1;550;551
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;8;;1061;299;392;524;537;3;2;519;521
8;Barcelona;1;Barcelona;41;Vallès Oriental;08137;Montseny;1;1;;276;136;180;246;30;4;0;242;242
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;1;1;;1185;490;665;847;338;11;12;824;836
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;1;2;;1711;662;916;1207;504;7;27;1173;1200
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;2;1;;1021;440;585;728;293;8;9;711;720
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;1;1;;1301;570;777;957;344;22;19;916;935
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;2;1;;857;392;517;658;199;10;14;634;648
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;1;1;;1429;571;835;996;433;16;11;969;980
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;1;2;;1156;468;648;830;326;3;8;819;827
43;Tarragona;6;Camp de Tarragona;29;Priorat;43096;Morera de Montsant, la;1;1;;109;52;71;90;19;1;0;89;89
8;Barcelona;2;Catalunya Central;24;Osona;08129;Muntanyola;1;1;;491;230;318;387;104;3;15;369;384
8;Barcelona;2;Catalunya Central;7;Bages;08139;Mura;1;1;;177;94;127;167;10;0;0;167;167
25;Lleida;4;Lleida;38;Urgell;25145;Nalec;1;1;;76;32;53;68;8;1;2;65;67
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25025;Naut Aran;1;1;;1389;495;700;1047;342;8;21;1018;1039
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;1;1;;1451;492;766;958;493;16;15;927;942
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;1;2;;1643;595;861;1126;517;4;15;1107;1122
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;1;3;;1704;603;940;1165;539;7;11;1147;1158
